filial_venda;ano_mes;venda_mensal;venda_anterior;crescimento_percentual;crescimento_percentual_br;rank_crescimento
120;2023-06;99427.96;84284.05;17.97;17,97;3
120;2022-10;104831.63;94965.8;10.39;10,39;4
120;2022-09;94965.8;97022.62;-2.12;-2,12;5
121;2022-12;94860.51;64494.66;47.08;47,08;1
121;2023-03;81069.67;57152.65;41.85;41,85;2
121;2022-10;54782.03;44870.28;22.09;22,09;3
121;2022-11;64494.66;54782.03;17.73;17,73;4
121;2023-05;70498.95;60843.78;15.87;15,87;5
124;2022-11;110332.41;72381.36;52.43;52,43;1
124;2023-03;106361.0;72993.57;45.71;45,71;2
124;2023-05;141751.88;116838.26;21.32;21,32;3
124;2022-12;125156.1;110332.41;13.44;13,44;4
124;2023-04;116838.26;106361.0;9.85;9,85;5
125;2022-11;26034.23;17855.37;45.81;45,81;1
125;2023-06;22785.78;16770.75;35.87;35,87;2
125;2023-02;18329.3;13790.56;32.91;32,91;3
125;2023-03;23065.56;18329.3;25.84;25,84;4
125;2023-05;16770.75;13860.48;21.0;21,00;5
126;2022-11;111166.09;91234.93;21.85;21,85;1
126;2023-03;58643.96;49282.51;19.0;19,00;2
126;2023-05;73052.62;63709.48;14.67;14,67;3
126;2022-08;93661.29;83000.87;12.84;12,84;4
126;2023-04;63709.48;58643.96;8.64;8,64;5
127;2022-12;40541.42;28459.04;42.46;42,46;1
127;2023-05;29854.62;20956.12;42.46;42,46;2
127;2022-10;28069.09;21296.33;31.8;31,80;3
127;2023-02;32054.08;30873.67;3.82;3,82;4
127;2022-11;28459.04;28069.09;1.39;1,39;5
128;2022-10;97330.94;76167.2;27.79;27,79;1
128;2023-05;98067.09;78309.01;25.23;25,23;2
128;2022-11;109609.02;97330.94;12.61;12,61;3
128;2023-02;85639.87;79711.31;7.44;7,44;4
128;2023-03;88356.71;85639.87;3.17;3,17;5
129;2022-11;44575.39;21546.56;106.88;106,88;1
129;2022-12;51583.53;44575.39;15.72;15,72;2
129;2022-09;20660.08;18377.5;12.42;12,42;3
129;2023-06;30708.36;27407.23;12.04;12,04;4
129;2023-04;34773.63;31878.49;9.08;9,08;5
130;2023-05;37652.12;23401.35;60.9;60,90;1
130;2022-11;49406.86;32037.65;54.21;54,21;2
130;2023-06;48000.12;37652.12;27.48;27,48;3
130;2023-03;37117.92;29297.27;26.69;26,69;4
130;2022-12;52957.93;49406.86;7.19;7,19;5
131;2023-05;39398.6;19643.0;100.57;100,57;1
131;2022-09;34479.36;21933.14;57.2;57,20;2
131;2022-11;55452.03;36118.97;53.53;53,53;3
131;2023-03;23537.83;16679.75;41.12;41,12;4
131;2023-06;46394.81;39398.6;17.76;17,76;5
132;2022-11;83856.22;42968.02;95.16;95,16;1
132;2023-05;76236.53;57533.29;32.51;32,51;2
132;2023-03;69094.61;57021.11;21.17;21,17;3
132;2022-09;48337.46;42165.88;14.64;14,64;4
132;2023-02;57021.11;61084.2;-6.65;-6,65;5
133;2023-06;40737.97;27547.09;47.88;47,88;1
133;2022-11;63394.38;46793.72;35.48;35,48;2
133;2022-10;46793.72;39923.31;17.21;17,21;3
133;2023-04;35646.27;34008.68;4.82;4,82;4
133;2023-02;37492.03;38805.42;-3.38;-3,38;5
134;2023-05;180192.12;122846.32;46.68;46,68;1
134;2022-10;152932.52;115500.13;32.41;32,41;2
134;2022-11;172392.69;152932.52;12.72;12,72;3
134;2023-04;122846.32;110525.17;11.15;11,15;4
134;2022-09;115500.13;107368.22;7.57;7,57;5
135;2022-11;81725.1;47279.26;72.86;72,86;1
135;2023-03;65261.47;54563.68;19.61;19,61;2
135;2022-10;47279.26;39878.35;18.56;18,56;3
135;2023-06;57078.42;53251.49;7.19;7,19;4
135;2023-01;60825.01;59131.63;2.86;2,86;5
136;2022-11;187703.87;132110.37;42.08;42,08;1
136;2023-06;92300.09;66747.76;38.28;38,28;2
136;2023-03;109726.24;88962.86;23.34;23,34;3
136;2022-10;132110.37;111861.81;18.1;18,10;4
136;2023-04;129039.62;109726.24;17.6;17,60;5
137;2023-03;64765.63;34623.0;87.06;87,06;1
137;2022-11;57027.41;40262.76;41.64;41,64;2
137;2022-08;44137.13;42490.02;3.88;3,88;3
137;2023-06;45805.01;44324.67;3.34;3,34;4
137;2023-05;44324.67;43837.61;1.11;1,11;5
140;2022-10;80095.43;52926.39;51.33;51,33;1
140;2022-11;103244.55;80095.43;28.9;28,90;2
140;2023-03;79240.17;63993.55;23.83;23,83;3
140;2023-06;78469.17;65807.74;19.24;19,24;4
140;2023-02;63993.55;68247.08;-6.23;-6,23;5
142;2022-11;101112.18;81877.32;23.49;23,49;1
142;2023-05;99671.15;84692.66;17.69;17,69;2
142;2023-01;109066.07;93412.11;16.76;16,76;3
142;2023-03;88858.47;83698.57;6.16;6,16;4
142;2022-08;99276.7;95012.49;4.49;4,49;5
143;2022-11;125980.81;69923.18;80.17;80,17;1
143;2023-05;94181.32;71244.86;32.19;32,19;2
143;2023-02;83935.19;76592.08;9.59;9,59;3
143;2023-04;71244.86;70694.41;0.78;0,78;4
143;2022-10;69923.18;69474.4;0.65;0,65;5
144;2022-11;147635.71;108888.95;35.58;35,58;1
144;2023-05;112427.97;90656.62;24.02;24,02;2
144;2023-03;112610.42;94323.47;19.39;19,39;3
144;2022-10;108888.95;95779.97;13.69;13,69;4
144;2023-06;117233.97;112427.97;4.27;4,27;5
145;2022-08;56370.72;33386.39;68.84;68,84;1
145;2022-10;71604.09;44559.39;60.69;60,69;2
145;2023-05;46918.35;29290.67;60.18;60,18;3
145;2023-06;67151.49;46918.35;43.12;43,12;4
145;2023-03;49213.56;43138.99;14.08;14,08;5
146;2022-11;196991.62;125921.91;56.44;56,44;1
146;2023-05;142465.39;110761.81;28.62;28,62;2
146;2023-03;142782.13;119612.55;19.37;19,37;3
146;2023-01;178863.24;157153.62;13.81;13,81;4
146;2022-08;119156.33;111804.43;6.58;6,58;5
147;2023-05;76951.81;50711.97;51.74;51,74;1
147;2022-11;74810.64;56289.86;32.9;32,90;2
147;2023-03;65415.58;51935.8;25.95;25,95;3
147;2022-08;60833.11;48827.15;24.59;24,59;4
147;2023-01;84563.29;69507.17;21.66;21,66;5
148;2022-11;275035.85;152096.58;80.83;80,83;1
148;2023-05;199120.87;152651.6;30.44;30,44;2
148;2023-03;171019.26;155123.7;10.25;10,25;3
148;2022-10;152096.58;138704.8;9.65;9,65;4
148;2022-09;138704.8;140370.4;-1.19;-1,19;5
149;2023-05;101059.58;66619.36;51.7;51,70;1
149;2022-10;117782.45;87773.2;34.19;34,19;2
149;2022-11;136862.41;117782.45;16.2;16,20;3
149;2023-03;105292.99;98148.81;7.28;7,28;4
149;2022-08;101572.51;100504.35;1.06;1,06;5
150;2022-10;98578.34;60506.92;62.92;62,92;1
150;2022-11;125443.75;98578.34;27.25;27,25;2
150;2023-06;98568.08;82446.76;19.55;19,55;3
150;2023-01;118285.56;101871.47;16.11;16,11;4
150;2023-03;91148.93;81987.55;11.17;11,17;5
151;2023-05;121036.24;74571.23;62.31;62,31;1
151;2022-10;112879.82;80695.94;39.88;39,88;2
151;2022-11;153369.17;112879.82;35.87;35,87;3
151;2023-01;118371.69;119786.14;-1.18;-1,18;4
151;2023-03;105717.25;108068.1;-2.18;-2,18;5
152;2023-03;95415.88;69109.78;38.06;38,06;1
152;2022-11;108505.47;79173.94;37.05;37,05;2
152;2022-09;71860.49;58958.19;21.88;21,88;3
152;2023-06;104404.98;88288.31;18.25;18,25;4
152;2022-10;79173.94;71860.49;10.18;10,18;5
153;2023-03;67091.95;40927.21;63.93;63,93;1
153;2022-11;61143.53;37786.55;61.81;61,81;2
153;2022-12;69992.99;61143.53;14.47;14,47;3
153;2022-10;37786.55;35034.74;7.85;7,85;4
153;2023-01;68229.57;69992.99;-2.52;-2,52;5
154;2022-10;121377.35;91562.05;32.56;32,56;1
154;2022-11;158719.32;121377.35;30.77;30,77;2
154;2023-03;117767.36;98809.44;19.19;19,19;3
154;2023-06;107193.5;95477.68;12.27;12,27;4
154;2022-08;98188.31;89349.27;9.89;9,89;5
156;2022-10;126619.2;99394.81;27.39;27,39;1
156;2023-06;115326.1;93246.47;23.68;23,68;2
156;2023-03;97460.93;83857.11;16.22;16,22;3
156;2022-11;146858.48;126619.2;15.98;15,98;4
156;2022-09;99394.81;89412.94;11.16;11,16;5
157;2023-05;51696.96;34180.3;51.25;51,25;1
157;2023-03;45978.86;30646.81;50.03;50,03;2
157;2022-11;46997.62;41300.34;13.79;13,79;3
157;2022-12;53056.13;46997.62;12.89;12,89;4
157;2023-06;48983.51;51696.96;-5.25;-5,25;5
158;2022-11;185844.44;136714.96;35.94;35,94;1
158;2023-03;131353.11;101660.62;29.21;29,21;2
158;2023-04;160590.33;131353.11;22.26;22,26;3
158;2022-09;127792.06;115226.21;10.91;10,91;4
158;2022-10;136714.96;127792.06;6.98;6,98;5
159;2022-11;85070.05;64114.46;32.68;32,68;1
159;2023-03;61749.47;48635.82;26.96;26,96;2
159;2023-05;80461.79;64989.59;23.81;23,81;3
159;2022-09;70801.48;64583.01;9.63;9,63;4
159;2023-04;64989.59;61749.47;5.25;5,25;5
160;2022-11;130217.43;83089.67;56.72;56,72;1
160;2023-05;154526.07;111358.54;38.76;38,76;2
160;2023-03;116155.09;86312.34;34.58;34,58;3
160;2022-09;108157.06;91260.05;18.52;18,52;4
160;2022-12;130978.06;130217.43;0.58;0,58;5
161;2022-11;83485.69;57898.71;44.19;44,19;1
161;2023-05;82234.2;62105.93;32.41;32,41;2
161;2023-03;58404.7;46277.95;26.2;26,20;3
161;2023-06;91567.92;82234.2;11.35;11,35;4
161;2023-04;62105.93;58404.7;6.34;6,34;5
162;2023-05;135117.43;85556.72;57.93;57,93;1
162;2022-11;138941.33;100034.98;38.89;38,89;2
162;2022-10;100034.98;73273.56;36.52;36,52;3
162;2023-02;107052.2;103175.69;3.76;3,76;4
162;2022-12;139856.83;138941.33;0.66;0,66;5
163;2022-10;114216.98;79604.39;43.48;43,48;1
163;2022-11;142056.81;114216.98;24.37;24,37;2
163;2023-03;122623.51;100566.94;21.93;21,93;3
163;2023-05;119400.54;98448.14;21.28;21,28;4
163;2023-06;137404.51;119400.54;15.08;15,08;5
164;2023-03;143094.96;95820.55;49.34;49,34;1
164;2022-11;202123.29;148009.66;36.56;36,56;2
164;2022-10;148009.66;126660.13;16.86;16,86;3
164;2022-09;126660.13;111118.95;13.99;13,99;4
164;2023-05;150980.96;134080.83;12.6;12,60;5
165;2022-09;20699.47;14723.07;40.59;40,59;1
165;2022-08;14723.07;11371.36;29.48;29,48;2
165;2022-11;23131.77;18660.77;23.96;23,96;3
165;2023-03;18721.76;15964.27;17.27;17,27;4
165;2022-12;25564.89;23131.77;10.52;10,52;5
166;2022-11;80620.16;58289.41;38.31;38,31;1
166;2023-02;46091.96;34882.26;32.14;32,14;2
166;2022-10;58289.41;48501.3;20.18;20,18;3
166;2023-04;55101.5;46614.72;18.21;18,21;4
166;2023-05;62656.83;55101.5;13.71;13,71;5
167;2023-05;11664.87;7567.04;54.15;54,15;1
167;2022-11;17726.45;11507.47;54.04;54,04;2
167;2023-02;11384.33;8216.33;38.56;38,56;3
167;2023-03;15196.61;11384.33;33.49;33,49;4
167;2023-06;14831.46;11664.87;27.15;27,15;5
168;2022-10;24868.54;17021.62;46.1;46,10;1
168;2023-04;28699.04;20278.72;41.52;41,52;2
168;2022-11;33627.58;24868.54;35.22;35,22;3
168;2022-09;17021.62;13605.16;25.11;25,11;4
168;2023-02;26065.9;23788.64;9.57;9,57;5
171;2023-04;23413.0;9744.85;140.26;140,26;1
171;2022-11;27498.12;11993.53;129.27;129,27;2
171;2022-08;20396.82;12014.22;69.77;69,77;3
171;2022-10;11993.53;10153.82;18.12;18,12;4
171;2023-03;9744.85;9907.29;-1.64;-1,64;5
172;2023-03;76149.88;56060.64;35.83;35,83;1
172;2022-10;73760.17;61998.96;18.97;18,97;2
172;2022-09;61998.96;53779.9;15.28;15,28;3
172;2022-12;79645.55;69436.5;14.7;14,70;4
172;2023-05;64951.95;61508.93;5.6;5,60;5
173;2022-11;20000.8;9661.74;107.01;107,01;1
173;2023-04;19960.47;10787.2;85.04;85,04;2
173;2022-12;21836.94;20000.8;9.18;9,18;3
173;2023-05;21649.23;19960.47;8.46;8,46;4
173;2023-06;22126.12;21649.23;2.2;2,20;5
174;2022-11;42552.55;29433.89;44.57;44,57;1
174;2022-10;29433.89;20789.59;41.58;41,58;2
174;2023-03;24585.81;19633.58;25.22;25,22;3
174;2023-05;31584.57;26611.95;18.69;18,69;4
174;2023-04;26611.95;24585.81;8.24;8,24;5
175;2022-11;18522.64;10055.13;84.21;84,21;1
175;2023-03;14302.17;8057.33;77.51;77,51;2
175;2023-04;22472.39;14302.17;57.13;57,13;3
175;2022-08;19966.55;17020.67;17.31;17,31;4
175;2022-12;21256.84;18522.64;14.76;14,76;5
176;2022-10;37887.91;25095.26;50.98;50,98;1
176;2023-04;40901.28;28644.01;42.79;42,79;2
176;2022-11;48963.48;37887.91;29.23;29,23;3
176;2023-06;39771.41;38272.37;3.92;3,92;4
176;2023-01;33774.02;33720.93;0.16;0,16;5
177;2022-10;18744.41;9686.46;93.51;93,51;1
177;2023-02;14622.87;10309.17;41.84;41,84;2
177;2022-11;21409.94;18744.41;14.22;14,22;3
177;2023-05;12031.41;11359.21;5.92;5,92;4
177;2022-08;10261.78;9692.34;5.88;5,88;5
178;2022-11;86767.26;46187.34;87.86;87,86;1
178;2023-03;50804.71;39514.2;28.57;28,57;2
178;2022-10;46187.34;36538.5;26.41;26,41;3
178;2023-06;43298.94;36810.21;17.63;17,63;4
178;2023-05;36810.21;34222.93;7.56;7,56;5
179;2023-04;22516.44;14196.23;58.61;58,61;1
179;2022-10;19889.46;16254.07;22.37;22,37;2
179;2022-09;16254.07;13738.38;18.31;18,31;3
179;2022-08;13738.38;12231.47;12.32;12,32;4
179;2022-11;21821.29;19889.46;9.71;9,71;5
180;2022-11;41724.68;28243.02;47.73;47,73;1
180;2023-04;31577.44;29073.05;8.61;8,61;2
180;2022-09;28494.2;26497.06;7.54;7,54;3
180;2023-02;29652.81;28366.24;4.54;4,54;4
180;2023-05;31960.57;31577.44;1.21;1,21;5
181;2023-03;11149.43;6203.15;79.74;79,74;1
181;2023-05;11323.82;7613.75;48.73;48,73;2
181;2023-06;12020.51;11323.82;6.15;6,15;3
181;2022-09;18483.44;17447.41;5.94;5,94;4
181;2023-01;13536.18;13295.07;1.81;1,81;5
182;2022-11;124359.93;84476.99;47.21;47,21;1
182;2022-10;84476.99;69353.7;21.81;21,81;2
182;2023-03;86036.85;72708.37;18.33;18,33;3
182;2023-04;98153.58;86036.85;14.08;14,08;4
182;2022-08;77331.88;72685.42;6.39;6,39;5
183;2023-03;33800.0;21748.33;55.41;55,41;1
183;2023-05;32727.67;24639.02;32.83;32,83;2
183;2022-11;42637.04;36779.26;15.93;15,93;3
183;2022-09;48613.54;43165.94;12.62;12,62;4
183;2023-01;39055.8;39935.4;-2.2;-2,20;5
184;2022-11;93873.0;71848.25;30.65;30,65;1
184;2023-03;77341.13;61349.52;26.07;26,07;2
184;2023-05;82753.6;66533.91;24.38;24,38;3
184;2022-10;71848.25;59995.64;19.76;19,76;4
184;2022-09;59995.64;50332.73;19.2;19,20;5
185;2023-05;85934.51;46973.46;82.94;82,94;1
185;2022-11;119469.56;70363.51;69.79;69,79;2
185;2022-08;55739.07;46722.44;19.3;19,30;3
185;2023-03;50749.26;44485.96;14.08;14,08;4
185;2022-09;63582.39;55739.07;14.07;14,07;5
186;2022-11;150683.61;93566.39;61.04;61,04;1
186;2023-05;114179.82;88644.31;28.81;28,81;2
186;2022-10;93566.39;82710.21;13.13;13,13;3
186;2023-04;88644.31;83517.86;6.14;6,14;4
186;2022-08;89516.4;84525.29;5.9;5,90;5
187;2023-03;30897.31;16456.41;87.75;87,75;1
187;2022-08;22421.33;16476.39;36.08;36,08;2
187;2023-06;34192.96;27105.03;26.15;26,15;3
187;2022-10;27585.4;22788.71;21.05;21,05;4
187;2023-05;27105.03;22967.13;18.02;18,02;5
188;2022-11;196493.15;116146.54;69.18;69,18;1
188;2023-05;120175.73;88457.34;35.86;35,86;2
188;2022-09;125313.51;96601.49;29.72;29,72;3
188;2023-03;104860.89;87997.37;19.16;19,16;4
188;2022-10;116146.54;125313.51;-7.32;-7,32;5
189;2023-04;25203.36;17330.82;45.43;45,43;1
189;2022-10;30585.72;24438.02;25.16;25,16;2
189;2022-11;35681.01;30585.72;16.66;16,66;3
189;2023-05;29364.67;25203.36;16.51;16,51;4
189;2022-08;30642.18;28436.63;7.76;7,76;5
190;2022-11;191170.58;135028.99;41.58;41,58;1
190;2023-03;137740.79;110865.17;24.24;24,24;2
190;2023-05;167005.76;134982.88;23.72;23,72;3
190;2022-10;135028.99;126112.06;7.07;7,07;4
190;2022-09;126112.06;128668.72;-1.99;-1,99;5
191;2022-10;52275.44;40212.21;30.0;30,00;1
191;2023-03;69523.21;60194.08;15.5;15,50;2
191;2022-11;58508.96;52275.44;11.92;11,92;3
191;2023-02;60194.08;54695.71;10.05;10,05;4
191;2022-12;57886.95;58508.96;-1.06;-1,06;5
192;2023-03;146320.4;91189.44;60.46;60,46;1
192;2022-11;182082.17;138830.23;31.15;31,15;2
192;2022-09;129828.81;115304.45;12.6;12,60;3
192;2022-10;138830.23;129828.81;6.93;6,93;4
192;2023-05;127909.29;120224.41;6.39;6,39;5
193;2022-11;63134.3;37985.63;66.21;66,21;1
193;2023-01;48994.87;37936.16;29.15;29,15;2
193;2023-03;36622.65;31202.74;17.37;17,37;3
193;2022-08;64042.22;56512.43;13.32;13,32;4
193;2023-06;41878.54;37244.59;12.44;12,44;5
194;2022-11;200932.88;149475.84;34.42;34,42;1
194;2023-05;129839.79;99976.36;29.87;29,87;2
194;2022-10;149475.84;129523.28;15.4;15,40;3
194;2023-06;136476.91;129839.79;5.11;5,11;4
194;2023-03;109842.45;110485.13;-0.58;-0,58;5
195;2022-12;125606.23;87063.03;44.27;44,27;1
195;2022-10;102379.43;71944.98;42.3;42,30;2
195;2023-03;100108.15;89235.02;12.18;12,18;3
195;2023-05;93460.54;91616.57;2.01;2,01;4
195;2022-09;71944.98;77481.58;-7.15;-7,15;5
196;2022-11;96304.77;70771.52;36.08;36,08;1
196;2023-04;59564.57;50053.82;19.0;19,00;2
196;2022-10;70771.52;64417.13;9.86;9,86;3
196;2023-03;50053.82;46037.37;8.72;8,72;4
196;2022-09;64417.13;59981.7;7.39;7,39;5
197;2022-11;107095.11;54004.99;98.31;98,31;1
197;2023-03;69722.88;55355.34;25.96;25,96;2
197;2023-05;73933.58;59261.76;24.76;24,76;3
197;2023-02;55355.34;50649.36;9.29;9,29;4
197;2022-09;75861.94;71059.61;6.76;6,76;5
198;2022-10;100308.06;77172.3;29.98;29,98;1
198;2022-11;121297.47;100308.06;20.92;20,92;2
198;2023-01;110394.89;98214.14;12.4;12,40;3
198;2023-06;101662.14;97340.98;4.44;4,44;4
198;2023-04;96727.84;93826.28;3.09;3,09;5
199;2023-05;87363.99;62780.53;39.16;39,16;1
199;2023-03;77419.75;60382.41;28.22;28,22;2
199;2022-11;82648.05;66099.94;25.03;25,03;3
199;2022-10;66099.94;61752.96;7.04;7,04;4
199;2023-06;91502.86;87363.99;4.74;4,74;5
200;2022-11;166142.82;90549.84;83.48;83,48;1
200;2023-06;126002.25;108128.03;16.53;16,53;2
200;2023-03;110948.07;97177.33;14.17;14,17;3
200;2023-05;108128.03;99848.05;8.29;8,29;4
200;2022-10;90549.84;86146.47;5.11;5,11;5
202;2022-11;237193.54;160089.56;48.16;48,16;1
202;2023-03;185823.4;138056.74;34.6;34,60;2
202;2023-05;205864.14;175592.88;17.24;17,24;3
202;2022-09;159389.75;143607.23;10.99;10,99;4
202;2022-10;160089.56;159389.75;0.44;0,44;5
203;2022-10;26304.17;15480.9;69.91;69,91;1
203;2023-01;17355.22;13885.8;24.99;24,99;2
203;2022-11;30760.66;26304.17;16.94;16,94;3
203;2022-08;24836.17;21443.99;15.82;15,82;4
203;2023-05;16931.81;15366.07;10.19;10,19;5
204;2023-03;62797.24;44336.43;41.64;41,64;1
204;2022-11;81063.86;67035.45;20.93;20,93;2
204;2023-06;53783.78;47478.46;13.28;13,28;3
204;2022-09;63627.39;56878.81;11.86;11,86;4
204;2022-10;67035.45;63627.39;5.36;5,36;5
206;2023-05;183372.9;113030.45;62.23;62,23;1
206;2022-11;183208.65;122344.94;49.75;49,75;2
206;2023-04;113030.45;76984.81;46.82;46,82;3
206;2022-09;124457.82;113691.0;9.47;9,47;4
206;2023-06;199691.79;183372.9;8.9;8,90;5
208;2023-05;25497.34;10670.24;138.96;138,96;1
208;2023-03;20914.5;9689.15;115.85;115,85;2
208;2022-08;22692.27;13967.47;62.47;62,47;3
208;2022-11;19995.81;16548.13;20.83;20,83;4
208;2023-01;16614.31;17313.79;-4.04;-4,04;5
209;2022-10;38841.41;18593.05;108.9;108,90;1
209;2022-11;62469.07;38841.41;60.83;60,83;2
209;2023-05;48147.36;36052.13;33.55;33,55;3
209;2023-06;53499.43;48147.36;11.12;11,12;4
209;2023-01;53294.24;52111.51;2.27;2,27;5
210;2022-11;144619.93;88465.77;63.48;63,48;1
210;2022-10;88465.77;69841.47;26.67;26,67;2
210;2023-05;95622.98;81808.86;16.89;16,89;3
210;2023-03;92320.91;80591.59;14.55;14,55;4
210;2023-02;80591.59;76234.7;5.72;5,72;5
211;2022-10;20577.41;7263.87;183.28;183,28;1
211;2023-04;16180.67;11493.36;40.78;40,78;2
211;2023-06;25778.06;19402.44;32.86;32,86;3
211;2022-11;26245.4;20577.41;27.54;27,54;4
211;2023-05;19402.44;16180.67;19.91;19,91;5
212;2022-11;76694.88;40689.05;88.49;88,49;1
212;2023-04;67578.57;46488.11;45.37;45,37;2
212;2023-03;46488.11;39720.59;17.04;17,04;3
212;2022-10;40689.05;37990.51;7.1;7,10;4
212;2023-02;39720.59;38735.35;2.54;2,54;5
213;2023-05;43447.46;31321.72;38.71;38,71;1
213;2023-04;31321.72;29241.33;7.11;7,11;2
213;2023-03;29241.33;27555.05;6.12;6,12;3
213;2022-12;32256.8;30438.81;5.97;5,97;4
213;2022-10;33368.46;32475.38;2.75;2,75;5
214;2022-11;90849.28;60602.19;49.91;49,91;1
214;2023-05;67391.36;47204.27;42.77;42,77;2
214;2023-04;47204.27;42811.45;10.26;10,26;3
214;2022-10;60602.19;55990.81;8.24;8,24;4
214;2022-08;63460.66;58773.42;7.98;7,98;5
215;2022-11;90790.35;53161.58;70.78;70,78;1
215;2022-10;53161.58;35632.45;49.19;49,19;2
215;2023-05;49619.7;34585.97;43.47;43,47;3
215;2023-06;60760.58;49619.7;22.45;22,45;4
215;2023-03;43656.1;40767.34;7.09;7,09;5
217;2023-05;24353.44;7864.14;209.68;209,68;1
217;2022-11;25831.33;12724.01;103.01;103,01;2
217;2023-03;9535.26;5719.66;66.71;66,71;3
217;2022-09;18797.78;12452.83;50.95;50,95;4
217;2023-06;23295.42;24353.44;-4.34;-4,34;5
218;2023-05;103009.99;62921.42;63.71;63,71;1
218;2022-11;94166.76;70118.06;34.3;34,30;2
218;2022-09;84783.47;71178.85;19.11;19,11;3
218;2023-04;62921.42;55789.61;12.78;12,78;4
218;2023-02;66445.18;61547.46;7.96;7,96;5
220;2022-09;35819.33;18871.83;89.8;89,80;1
220;2023-05;33453.49;18047.12;85.37;85,37;2
220;2022-11;40504.95;35672.47;13.55;13,55;3
220;2022-12;45665.47;40504.95;12.74;12,74;4
220;2023-02;33736.88;33269.93;1.4;1,40;5
222;2022-11;52168.09;25914.4;101.31;101,31;1
222;2023-05;60584.91;32887.71;84.22;84,22;2
222;2023-03;34897.38;23328.19;49.59;49,59;3
222;2022-08;42856.18;45400.52;-5.6;-5,60;4
222;2023-04;32887.71;34897.38;-5.76;-5,76;5
223;2022-11;41419.91;19087.0;117.01;117,01;1
223;2023-04;28342.78;18953.24;49.54;49,54;2
223;2022-09;20628.93;14321.57;44.04;44,04;3
223;2023-05;32619.38;28342.78;15.09;15,09;4
223;2022-10;19087.0;20628.93;-7.47;-7,47;5
224;2023-05;136600.08;92283.48;48.02;48,02;1
224;2022-11;142759.46;101189.13;41.08;41,08;2
224;2022-10;101189.13;93546.4;8.17;8,17;3
224;2023-02;94770.76;89628.92;5.74;5,74;4
224;2023-03;96334.9;94770.76;1.65;1,65;5
225;2022-11;29221.08;17912.15;63.14;63,14;1
225;2023-02;21424.91;14282.42;50.01;50,01;2
225;2023-05;24036.65;20295.77;18.43;18,43;3
225;2022-08;24793.29;21738.9;14.05;14,05;4
225;2023-06;26762.85;24036.65;11.34;11,34;5
226;2023-05;97940.11;70211.03;39.49;39,49;1
226;2022-11;147306.19;113563.53;29.71;29,71;2
226;2023-02;101737.99;82885.69;22.74;22,74;3
226;2023-06;112419.97;97940.11;14.78;14,78;4
226;2023-03;109584.59;101737.99;7.71;7,71;5
227;2022-11;68780.06;53223.44;29.23;29,23;1
227;2023-05;51922.87;41786.18;24.26;24,26;2
227;2022-10;53223.44;45341.45;17.38;17,38;3
227;2023-06;58283.7;51922.87;12.25;12,25;4
227;2023-01;53134.83;49107.87;8.2;8,20;5
228;2023-05;78749.89;44742.79;76.01;76,01;1
228;2022-11;93863.65;59555.74;57.61;57,61;2
228;2023-03;52834.55;37735.97;40.01;40,01;3
228;2022-10;59555.74;54998.95;8.29;8,29;4
228;2022-12;89925.18;93863.65;-4.2;-4,20;5
230;2022-11;44753.84;26147.81;71.16;71,16;1
230;2023-03;24353.72;15284.72;59.33;59,33;2
230;2023-04;32862.51;24353.72;34.94;34,94;3
230;2023-05;39318.0;32862.51;19.64;19,64;4
230;2022-12;46647.05;44753.84;4.23;4,23;5
231;2023-03;31607.68;19248.92;64.2;64,20;1
231;2023-04;39462.67;31607.68;24.85;24,85;2
231;2023-05;48480.63;39462.67;22.85;22,85;3
231;2022-11;41065.56;33460.12;22.73;22,73;4
231;2022-09;34998.09;33867.74;3.34;3,34;5
232;2022-10;124802.04;98229.5;27.05;27,05;1
232;2023-06;135754.5;115660.04;17.37;17,37;2
232;2022-11;146092.63;124802.04;17.06;17,06;3
232;2023-03;103708.52;89424.06;15.97;15,97;4
232;2022-12;157124.55;146092.63;7.55;7,55;5
233;2023-03;15815.25;7265.91;117.66;117,66;1
233;2022-10;26638.42;16198.8;64.45;64,45;2
233;2023-05;19408.61;12146.73;59.78;59,78;3
233;2022-11;35678.48;26638.42;33.94;33,94;4
233;2023-06;17182.38;19408.61;-11.47;-11,47;5
234;2023-03;70033.94;50113.16;39.75;39,75;1
234;2022-11;92891.58;70329.55;32.08;32,08;2
234;2023-05;85764.61;68132.3;25.88;25,88;3
234;2022-08;76643.62;62953.57;21.75;21,75;4
234;2022-10;70329.55;59905.85;17.4;17,40;5
235;2022-11;51838.2;28757.19;80.26;80,26;1
235;2022-08;52325.27;33125.83;57.96;57,96;2
235;2023-03;28917.22;24524.61;17.91;17,91;3
235;2023-05;24291.2;22345.16;8.71;8,71;4
235;2023-06;24140.39;24291.2;-0.62;-0,62;5
236;2022-11;176900.8;107648.8;64.33;64,33;1
236;2022-09;107285.07;86039.24;24.69;24,69;2
236;2023-05;114533.84;102120.25;12.16;12,16;3
236;2023-03;94144.98;85082.91;10.65;10,65;4
236;2023-04;102120.25;94144.98;8.47;8,47;5
237;2023-03;89624.92;62581.76;43.21;43,21;1
237;2022-10;104293.01;73433.19;42.02;42,02;2
237;2022-11;140666.33;104293.01;34.88;34,88;3
237;2023-05;104185.39;90450.14;15.19;15,19;4
237;2023-04;90450.14;89624.92;0.92;0,92;5
238;2022-11;63093.7;45428.17;38.89;38,89;1
